nombre,precioUnitario,unidad,precioFinal,URL,ingredientes,descripcion,categoria,marca,supermercado
Pechuga de pavo adobada,"8,49€",Kg,"8,49€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw4e81f44c/Assets/011059_C1C1/large/8/5/9/3/8593444092056f889339cf3a329335a7ba86410f_011059_C1C1.JPG?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Frescos,,AHORRAMAS
Yogur griego con mora y frambuesa Fidias de Dia pack 4 x 125 g,1.65,KILO,3.3,,"Leche desnatada, calcio, vitaminas D y B12",2 yogures con mora / 2 yogures con frambuesa,Lacteos,DIA,Dia
Mini chapata rústica 100 g,"17,80",KILO,"2,29 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A88830_00.jpg?t=20241108030222,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
HEURA bocado mediterráneo 100% vegetal 160 g,"23,25",KILO,"3,99 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A89817_00.jpg?t=20241108030108,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Sazonador de ensaladas 18 g,"37,50",UNIDAD,"2,85 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A04484_00.jpg?t=20241109030020,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Queso fundido en porciones Dia Láctea caja 375 g,2.19,KILO,5.84,,"Frutas deshidratadas, jarabe de agave, nueces",Queso fundido para untar (45% m.g/E.S),Frescos,DIA,Dia
Salsa fresca de pesto de albahaca 140 g,"37,50",KILO,"2,55 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A17981_00.jpg?t=20241106030035,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
"Anís dulce 0,7 l","6,95",LITRO,"7,85 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A42387_00.jpg?t=20241106030354,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Galleta tostada sin azucar 400 g,"8,45",KILO,"2,65 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A76978_00.jpg?t=20241106030048,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Alcachofas con bacon y queso de cabra 400 g,"23,25",KILO,"3,39 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-frozen.png?ts=1731159467,"Frutas deshidratadas, jarabe de agave, nueces",,Lacteos,,BM
Refresco de cola zero Hola Cola de Dia botella 4 x 2 l,2.8,LITRO,0.35,,"Harina de maíz, agua, sal, antioxidantes",Bebida refrescante aromatizada. Con edulcorantes,Bebidas,DIA,Dia
Almeja cultivo grande,"32,95",KILO,,https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-weight.png?ts=1731156369,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Quitamanchas oxigeno activo en polvo Lanta 1kg para ropa de color,"3,10€",KILO,"3,10€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw7a1f578f/Assets/085100_C1C1/large/2/5/e/0/25e0edbc882e453ecceff5ccfce8a45651cef005_085100_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Limpieza,,AHORRAMAS
Mejillones al natural 14/18 piezas Mari Marinera de Dia lata 69 g,1.85,KILO,26.81,,"Aceite de oliva, ajo, perejil, sal marina",Mejillones al natural con laurel. Tamaño pequeño.,Alimentacion,DIA,Dia
Desodorante Roll-On 75 h Rexona 50 ml Tropical,"4,70€",100 ML.,"2,35€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw26470112/Assets/00000059095569_C1C1/large/7/4/6/5/746519fe88e6f606070637382136f0a137ef0f42_00000059095569_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Cuidado personal,,AHORRAMAS
Salsa de tomate ecológica 280 g,"23,25",KILO,"2,99 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-eco.svg,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Bloc de foie gras de pato graso 40 g,"27,95",UNIDAD,"4,08 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A76798_00.jpg?t=20241108030057,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Lomo de cebo ibérico lonchas,"69,20",KILO,,https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-weight.png?ts=1731156377,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Helado en tarrina Alipende 1l vainilla,"2,40€",LITRO,"2,40€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwdf634027/Assets/075283_C1C1/large/d/6/1/c/d61c547f4c8cdeb33859df171d0e974a21a81d3d_075283_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Congelados,,AHORRAMAS
Galleta sticks chocolate 112 g,"7,65",KILO,"1,75 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A65943_00.jpg?t=20241106030047,"Cacao, azúcar, manteca de cacao, vainilla",,Alimentacion,,BM
Pimienta steak molinillo 75 g,"37,50",UNIDAD,"3,99 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A15839_00.jpg?t=20241003030153,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Turrón blando de almendras sin azúcar 150 g,"15,30",KILO,"4,55 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A31050_00.jpg?t=20241106030018,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Vino blanco DO Rioja Viña Albina semidulce,"7,33€",LITRO,"5,50€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwab300a51/Assets/08410030357500_C1C1/large/9/4/5/e/945e3fb77949161b2ac2f6878a93667754d330d8_08410030357500_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Bebidas,,AHORRAMAS
Yogur desnatado Vitalinea pack 4 limón,"3,76€",KILO,"1,88€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwaeb503a9/Assets/055039_C1C1/large/9/f/8/f/9f8f48b92e57f82dd56cd88007491aa35cdb8b67_055039_C1C1.jpg?sw=400&sh=900&sm=fit,"Leche entera pasteurizada, fermentos lácticos",,Lacteos,,AHORRAMAS
"Vino moscatel 0,75 l","6,95",LITRO,"3,55 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A09528_00.jpg?t=20241106030355,"Frutas deshidratadas, jarabe de agave, nueces",,Bebidas,,BM
Zapatilla Borrego Camel Achuchonas T-35-36,"13,95€",UNIDAD,"13,95€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw0bd84408/Assets/069635_C1C1/large/4/1/2/3/4123d367bf499cce7f5bd4141bd9c2dc663960d5_069635_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Hogar,,AHORRAMAS
Arroz especial ensaladas 500 g,"10,90",KILO,"1,58 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A17813_00.jpg?t=20241106031121,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Salchichas picantes 2 unidades,"27,95",KILO,"3,05 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A00755_00.jpg?t=20240828030648,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Champú infantil Johnson's 750ml camomila para un cabello brillante,"0,67€",100 ML.,"4,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw942da5b9/Assets/023486_C1C1/large/5/a/a/3/5aa3728e2a1ae88d033fb95e76dd5fe22d47fba9_023486_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Bebe,,AHORRAMAS
Cerveza lager pack botellín 6x25 cl,"6,95",LITRO,"3,96 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A04166_00.jpg?t=20241107030120,"Agua, jugo de manzana, ácido cítrico, gas carbónico",,Bebidas,,BM
Picos gourmet 130 g,"8,45",KILO,"1,60 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A89165_00.jpg?t=20241106030049,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
"Ron con limón 0,7 l","6,95",LITRO,"13,99 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A09091_00.jpg?t=20241107030105,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
"Sidra del país 37,5 cl","6,95",LITRO,"1,39 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-localMarket.png,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Fajitas mexicanas sin gluten 6 unidades 216 g,"23,25",KILO,"3,85 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A87711_00.jpg?t=20241108030135,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Leche semidesnatada de cabra 1 l,"37,50",LITRO,"2,16 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A01281_00.jpg?t=20241106030058,"Leche desnatada, calcio, vitaminas D y B12",,Lacteos,,BM
Jamoncitos de pavo (500 g aprox),"4,95",KILO,,https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-weight.png?ts=1731156212,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Caña de lomo ibérico,"52,99",KILO,,https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-weight.png?ts=1731156226,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Nata líquida para cocinar 1 l,"37,50",LITRO,"5,30 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A42276_00.jpg?t=20241108030043,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Mochi sabor mango 6 unidades,"23,25",KILO,"2,99 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-frozen.png?ts=1731159478,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Alcachofa Distintivo Natural 200ml forte,"3,48€",100 ML.,"6,95€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw9e447967/Assets/052534_C1C1/large/b/3/3/b/b33b91276153c38dac91ac5bd6d042cde9d3a7d0_052534_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,,AHORRAMAS
Turrón yema tostada 250 g,"15,30",KILO,"11,85 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A04083_00.jpg?t=20241022030236,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Tinte de cabello Garnier Color Sensation nº 7.0 rubio,"3,99€",UNIDAD,"3,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwfd1028a4/Assets/02866_C1C1/large/4/5/3/5/4535837935bcf3e001288f6175c54cdefc84b0ab_02866_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Cuidado personal,,AHORRAMAS
Tomate frito Vegecampo de Dia frasco 550 g,0.95,KILO,1.73,,"Harina de maíz, agua, sal, antioxidantes",Tomate Frito.,Alimentacion,DIA,Dia
Harina de trigo sarraceno ecológico 400 g,"23,25",KILO,"3,99 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-eco.svg,"Harina integral, aceite de oliva, semillas, sal",,Alimentacion,,BM
Bizcocho Laly sin lactosa y sin azúcar 450g,"5,98€",KILO,"2,69€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw941b5c7c/Assets/058106_C1C1/large/d/c/c/3/dcc3be198fc2b86e034ee4ec9c44f8ce08eb8b20_058106_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,AHORRAMAS
Falafel con tofu 250 g,"23,25",KILO,"4,19 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-eco.svg,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Queso azul cuña 100 g,"5,90",KILO,"1,89 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A66674_00.jpg?t=20241109030118,"Aceite de oliva, ajo, perejil, sal marina",,Lacteos,,BM
Jabón de manos aromaterapia lavanda Imaqe de Dia bote 240 ml,1.9,,,,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,DIA,Dia
Galleta de pepitas de chocolate sin glute 200 g,"23,25",KILO,"3,29 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A49149_00.jpg?t=20241029030127,"Leche en polvo, cacao, azúcar, almendras",,Alimentacion,,BM
Chorizo pincho picante Alipende 300g aproximadamente,"9,00€",Kg,"2,70€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dweec23cc4/Assets/078071_C1C1/large/d/3/9/d/d39dfd4afafe5ccc6efac6f30681a24ab21e0e7b_078071_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Frescos,,AHORRAMAS
Chipirones rellenos en su tinta Mari Marinera de Dia lata 72 g,2.45,KILO,34.03,,"Harina de maíz, agua, sal, antioxidantes",Chipirones rellenos en su tinta.,Alimentacion,DIA,Dia
Dippers de pollo al estilo americano La cocinera caja 220 g,2.99,KILO,13.59,,"Aceite de oliva, ajo, perejil, sal marina","Porciones de pechuga picada de pollo, marinadas, empanadas, prefritas y ultracongeladas.",Congelados,DIA,Dia
Chocolate negro 0% azúcar 85% cacao 100 g,"6,95",KILO,"1,70 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A03022_00.jpg?t=20241022030020,"Cacao amargo, avellanas, aceite de palma, edulcorante",,Alimentacion,,BM
"Bonito en aceite de oliva ""bajo en sal"" 112 g","8,45",KILO,"3,30 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-localMarket.png,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Bacon en cintas 150 g,"8,95",KILO,"2,09 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A26370_00.jpg?t=20241108030130,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Esparragos blancos extra cortos sin gluten Alipende 110g,"16,82€",KG.PESO ESC,"1,85€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwa9d6cacc/Assets/082931_C1C1/large/d/1/5/2/d152e163fa58a378e7dd9d11de0f696aae8c2b4a_082931_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,AHORRAMAS
Natillas sabor vainilla Caprichoso Dia pack 4 x 125 g,1.05,KILO,2.1,,"Frutas deshidratadas, jarabe de agave, nueces",Postre lácteo refrigerado.,Lacteos,DIA,Dia
Penne rigate integral 500 g,"37,50",KILO,"2,04 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A75855_00.jpg?t=20241106030123,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Mejillones en escabeche 13/18 piezas Calvo lata 69 g,2.49,KILO,36.09,,"Frutas deshidratadas, jarabe de agave, nueces",Mejillones en escabeche de las Rías Gallegas. Tamaño pequeño No Aplica,Alimentacion,DIA,Dia
Jabón de manos con dosificador Bodyplus 500ml sensaciones,"0,28€",100 ML.,"1,40€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwee00036e/Assets/049263_C1C1/large/8/8/8/e/888e8c840dca00cf59e282304c56dddcb67e4dd5_049263_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Cuidado personal,,AHORRAMAS
Mejillón fresco unidad (disponible fin de semana),"35,95",,"5,82 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A36263_00.jpg?t=20241108030205,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Redondo original,"1,85",,"0,65 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A22427_00.jpg?t=20241010030132,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Agua fuerte Dia botella 1 l,0.99,LITRO,0.99,,"Harina de maíz, agua, sal, antioxidantes",,Hogar,DIA,Dia
"Bebida multifruta Don Simón 1,5l sin azúcares añadidos","1,30€",LITRO,"1,95€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw80fa6ef7/Assets/054177_C1C1/large/8/9/3/6/8936534e81b2bd256ea3b64e5f2b60d8ba1288c8_054177_C1C1.jpg?sw=400&sh=900&sm=fit,"Agua carbonatada, extracto de frutas, azúcar, colorantes",,Bebidas,,AHORRAMAS
Queso camembert Selección Mundial de Dia tarrina 250 g,1.99,KILO,7.96,,"Harina de maíz, agua, sal, antioxidantes",Queso de leche pasteurizada de vaca madurado con mohos,Frescos,DIA,Dia
Patatas fritas de cebolla 185 g,"8,45",KILO,"2,85 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A85469_00.jpg?t=20241109030022,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Chocolate negro 82% 170 g,"15,49",KILO,"3,99 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A76624_00.jpg?t=20241106030341,"Leche en polvo, cacao, azúcar, almendras",,Alimentacion,,BM
Cortezas de lenteja BIO 65 g,"23,25",KILO,"2,85 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-eco.svg,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Tinte de cabello L'Oréal Excellence Creme nº 6 rubio oscuro,"9,70€",UNIDAD,"9,70€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwa4ee4b4e/Assets/060335_C1C1/large/1/3/6/5/1365b0dace059e4e46f02622d10dd51214eecbab_060335_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,,AHORRAMAS
Vino tinto roble 3/4 l,"6,95",LITRO,"6,85 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A64142_00.jpg?t=20241001030151,"Frutas deshidratadas, jarabe de agave, nueces",,Bebidas,,BM
Pechuga de pollo entera bandeja (500 g aprox),"8,49",KILO,,https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-weight.png?ts=1731156258,"Harina de maíz, agua, sal, antioxidantes",,Frescos,,BM
Cerveza limón 33 cl,"6,95",LITRO,"0,74 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A70966_00.jpg?t=20241002030728,"Agua, jugo de manzana, ácido cítrico, gas carbónico",,Bebidas,,BM
Snack con sal marina 95 g,"15,49",100 GR,"2,19 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A81039_00.jpg?t=20241106030053,"Avena, miel, pasas, chocolate negro",,Alimentacion,,BM
Leche sin lactosa Asturiana 1L suprema semidesnatada,"1,57€",LITRO,"1,57€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw6395d599/Assets/08410297115820_C1C1/large/7/2/e/2/72e2cb3362f4998ce5c15c3a7569bb2d83e4ccfd_08410297115820_C1C1.jpg?sw=400&sh=900&sm=fit,"Leche de almendras, azúcar, estabilizantes, sal",,Lacteos,,AHORRAMAS
Salchicha bockwurst 4 unidades 400 g,"27,95",KILO,"5,99 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A00756_00.jpg?t=20241108030126,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Bebida láctea con Omega 3 y nueces 1 l,"22,43",LITRO,"1,69 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A14908_00.jpg?t=20241106030347,"Agua, malta de cebada, lúpulo, levadura",,Bebidas,,BM
Queso fresco de oveja Capricho 145 gr con cebolla frita caramelizada,"21,03€",KILO,"3,05€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw14486636/Assets/065927_C1C1/large/c/3/f/0/c3f0485bfbc1c81bea8b5e39a45dcb7c9616eac2_065927_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Frescos,,AHORRAMAS
"Palo de fregona 1,4m aluminio","2,60€",UNIDAD,"2,60€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw9ba200b2/Assets/051888_C1C1/large/4/1/1/4/411404b950d39c279761b817cc64dd066824b8e8_051888_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Limpieza,,AHORRAMAS
Salmón en lomos,"21,99€",Kg,"21,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw016f6e4b/Assets/010310_C1C1/large/5/d/7/9/5d79f9b91b6d5b6b36efafd485963dc1f59ab4e5_010310_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Frescos,,AHORRAMAS
Perlitas de chocolate 100 g,"37,50",KILO,"3,05 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A15656_00.jpg?t=20241108030024,"Leche en polvo, cacao, azúcar, almendras",,Alimentacion,,BM
Zumo fruta con leche Don Simon pack 6,"1,25€",LITRO,"1,50€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwe31fd4bc/Assets/040278_C1C1/large/1/9/5/0/1950da349e618ec1fedc71eef48877534eb64f3f_040278_C1C1.png?sw=400&sh=900&sm=fit,"Leche de almendras, azúcar, estabilizantes, sal",,Lacteos,,AHORRAMAS
Chocolate negro 0 azúcares añadidos 100 g,"17,80",KILO,"1,35 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A88424_00.jpg?t=20241106030015,"Leche en polvo, cacao, azúcar, almendras",,Alimentacion,,BM
Crema de cacao y avellanas sabor dúo 620 g,"22,43",KILO,"4,89 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A10022_00.jpg?t=20241106030017,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,,BM
Gnocchi patata Garofalo 500g,"4,60€",KILO,"2,30€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwa39a3196/Assets/074866_C1C1/large/6/d/e/f/6def09dea75861a51a6a9e0c26170e8fc2a8b1c0_074866_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,AHORRAMAS
"Vino tinto DO Navarra joven 0,75 l","6,95",LITRO,"5,99 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-eco.svg,"Harina de maíz, agua, sal, antioxidantes",,Bebidas,,BM
